RecipeID;Recipe_Name;Author;Review_Count;Prepare_Time;Cook_Time;Total_Time;Ingredients;Directions;Calories;Servings;Recipe_Photo
9106;Cranberry Relish I Recipe;Lisa Stinger;48;5 m;10 m;15 m;orange,cranberry,white sugar,apricot,pineapple,lemon juice;Finely chop the orange in a food processor.Combine cranberries and sugar in a heavy saucepan. Cook and stir over medium heat until cranberries just begin to pop, about 10 minutes.Transfer cranberries to a bowl, add apricot preserves and mix until melted. Stir in chopped orange, drained crushed pineapple and lemon juice. Cover and refrigerate until well chilled.;64.5;24;https://images.media-allrecipes.com/userphotos/560x315/4812285.jpg
21489;Shrimp Melt Recipe;econo1943;26;5 m;10 m;15 m;butter,green onion,shrimp,flour,2 tablespoons Old Bay Seasoning TM,milk,celery,tomato,cheese,muffin;In a medium saucepan, melt butter and saute onions and shrimp over medium heat until shrimp are pink.Stir in flour and Old Bay seasoning to make a roux. Slowly pour in milk, stirring constantly. Allow to thicken. Stir in celery and cook until celery is soft.Preheat oven on broiler setting.Spoon mixture over toasted English muffins, top each with a slice of tomato and provolone cheese.  Place under a preheated broiler for 30 seconds to 1 minute or until cheese is melted.;82.1;4;https://images.media-allrecipes.com/userphotos/560x315/2801978.jpg
11213;Classic Butter Cookies I Recipe;Sally;101;X;X;X;butter,sugar,egg,vanilla,flour,baking soda,cream,salt;'Cream the butter in a large mixing bowl, gradually add the sugar and beat until light and fluffy. Beat in the egg and vanilla.Combine the flour, baking soda, cream of tartar and salt. Add the flour mixture to the creamed mixture.For all the types of cookie shapes preheat oven to 400 degrees F (205 degrees C) before baking. Bake all cookies on an ungreased cookie sheet.Shape the dough in one of the following ways: Roll out the chilled dough and cut with cookie cutters. Sprinkle with colored sugar if desired. Bake for 6 to 8 minutes.OR: Form dough into logs 2 inches in diameter and slice 1/8 inch thick when chilled. Sprinkle with chopped nuts, if desired, and bake for 7 to 9 minutes.OR:  Shape into balls and bake. Balls may be rolled in sugar mixed with cinnamon if desired. Bake for 10 to 12 minutes.OR:  Put unchilled dough into a cookie press and press into desired shapes chill shaped cookies before baking. Bake chilled cookies for 8 to 10 minutes.OR:  Add 1 cup chopped walnuts and 1/2 cup flour to dough. Chill then shape into balls and bake for 8 to10 minutes. Roll still warm cookies in confectioners'' sugar. Once cool sprinkle chilled cookies with more confectioners'' sugar.';239.5;96;https://images.media-allrecipes.com/userphotos/560x315/2972949.jpg
17334;Broccoli Bites Recipe;Kristen;89;10 m;10 m;20 m;mustard,honey,broccoli,cheddar,egg,milk,flour,baking powder,salt,vegetable oil,vegetable oil;To make the sauce: In a small bowl, stir together the mustard and honey. Set aside.Chop florets into small pieces or pulse lightly in food processor. Toss in a mixing bowl with shredded cheese. Set aside.Beat egg and stir in the milk. Sift flour, baking powder, and salt together and combine them with the egg and milk mixture, beating well. Beat in 1/2 teaspoon oil as well. Pour mixture over broccoli and cheese and toss to coat well.In a large skillet or saucepan heat oil to 375 degrees F (190 degrees C).Drop broccoli mixture by spoonfuls into 375 degrees F (190 degrees C) oil and fry until golden brown. Serve with honey mustard sauce.;133.5;12;https://images.media-allrecipes.com/userphotos/560x315/24971.jpg
12453;Oatmeal Pie III Recipe;Don Davidson;2;15 m;40 m;55 m;egg,coconut,corn syrup,white sugar,margarine,oat,milk,pie;Preheat oven to 350 degrees F (175 degrees C).Mix eggs, corn syrup, and sugar. Add milk, melted margarine, coconut, and oatmeal. Pour into two 9-inch pie shells.Bake in preheated oven until filling is browned and set, about 40 minutes.;462.0;16;https://images.media-allrecipes.com/userphotos/560x315/876502.jpg
21522;Herb Oyster Crackers Recipe;QUEENTWO;34;5 m;X;5 m;oyster,1 (1 ounce) package ranch dressing mix,dill,garlic,pepper,vegetable oil;Place crackers in a large plastic bag. Season with dressing mix, dill weed, garlic powder and lemon pepper. Pour in the oil, close bag and shake vigorously until the crackers are covered with seasoning.;250.2;12;https://images.media-allrecipes.com/userphotos/250x250/536135.jpg
21404;Shrimp Chinese Chow Mein Recipe;sal;1;15 m;10 m;25 m;celery,onion,bell pepper,shrimp,vegetable,mushroom,soy sauce,bell pepper,noodle;In a large saucepan, combine celery, onions, red pepper, and shrimp.  Cook over medium heat until shrimp are pink.Mix in canned vegetables and mushroom soup, soy sauce, and green pepper.Heat thoroughly.  Serve over chow mein noodles.;387.9;6;https://images.media-allrecipes.com/userphotos/560x315/3523773.jpg
7271;Pumpkin Pie Cake I Recipe;Rosie De Coito;48;X;X;X;pumpkin,milk,egg,white sugar,cinnamon,nutmeg,ginger,clove,cake,butter,walnut;Preheat oven to 350 degrees F (175 degrees C). Line a 9 x 13 inch pan with parchment paper.In a large bowl, combine pumpkin, evaporated milk, eggs, sugar, cinnamon, nutmeg, ginger and cloves. Mix until smooth and pour into a 9x13 inch pan.Sprinkle dry cake mix over pumpkin mixture, then sprinkle chopped nuts and pat down gently. Melt butter or margarine and drizzle over cake.Bake at 350 degrees F (175 degrees C) for approximately 45 to 60 minutes.  (Be sure to check the cake after 45 minutes because oven temperatures vary.)After cake cools, turn it upside down so the top of the cake will be the crust. Remove the parchment paper. Top with dessert topping (optional) before serving.;268.0;18;https://images.media-allrecipes.com/userphotos/560x315/1054779.jpg
22135;Bread Pudding Apple Pie Recipe;MBSLACK14;49;20 m;1 h;1 h 20 m;egg,applesauce,fat free,white sugar,brown sugar,oat,cinnamon,bread,apple,brown sugar,flour,butter,bake;Preheat oven to 350 degrees F (175 degrees C).In a medium mixing bowl stir together eggs, applesauce, yogurt, white sugar, 1/2 cup brown sugar, oats, and cinnamon.  Stir in bread and apples.  Pour into pie crust.In another bowl stir 1/4 cup brown sugar and flour.  Cut in butter until mixture resembles coarse crumbs.  Sprinkle on top of pie filling.Bake in preheated oven for 1 hour or until top is golden and fruit is tender.;214.4;8;https://images.media-allrecipes.com/userphotos/250x250/528861.jpg
11265;Peanut Butter Fudge I Recipe;Bron;13;X;X;X;white sugar,marshmallow,milk,butter,peanut butter;"Butter one 7x11 or 9x13 inch pan.In a 4 quart saucepan combine the sugar, marshmallow creme, evaporated milk and butter. Cook over medium heat, stirring constantly, until mixture comes to a rolling boil. Boil and stir for 5 minutes. (It will burn easily so watch it carefully.)Remove from the heat and stir in the peanut butter chips. Beat until chips are melted. Spread mixture into pan and let cool then cut into teensy squares.Variation: After mixture boils 5 minutes, divide mixture in half and add 1 cup peanut butter chips to one half and 1/2 cup cocoa powder and 1/4 melted butter to the other half.  Pour ""blonde"" mixture into pan.  Top with cocoa mixture.  Let cool before cutting into squares.";144.1;48;https://images.media-allrecipes.com/userphotos/560x315/4588598.jpg
22983;Eggplant Chips Recipe;'Michele O''Sullivan';25;15 m;25 m;40 m;eggplant,bread,cheese,garlic,parsley,oregano,pepper,vegetable oil;Preheat oven to 400 degrees F (200 degrees C).Cut eggplant strips in half again, lengthwise.  Lay strips on a baking sheet.In a small bowl combine bread crumbs, Romano cheese, garlic, parsley, oregano, salt and pepper.  Sprinkle over eggplant strips and drizzle with oil.Bake in preheated oven for 25 minutes, or until crispy.;286.8;4;https://images.media-allrecipes.com/userphotos/560x315/1123745.jpg
8171;Cream Cheese Coffee Cake I Recipe;MARBALET;6;X;X;X;brown sugar,cocoa powder,chocolate,cinnamon,raisin,raisin,walnut,butter,cream cheese,brown sugar,white sugar,egg,vanilla,yogurt,flour,salt,baking powder,baking soda;Preheat oven to 350 degrees F (175 degrees C).  Generously grease a 12 cup Bundt cake pan or a 9 or 10 inch tube pan.Soak raisins in warm water until plump.  Drain and dry. Chop coarsely.  Mix with 1/3 cup dark brown sugar, cocoa, chocolate, cinnamon, and chopped nuts.  You can also mince filling ingredients in a food processor for another texture.Cream the unsalted butter with 1 cup brown sugar and white sugar until fluffy.  Add cream cheese, and cream until blended.  Add eggs and vanilla, and mix thoroughly.  Blend in yogurt or sour cream. Fold in flour, salt, baking powder, soda.  Mix well on low speed of mixer.  Spread one third batter in prepared pan. Top with some of the filling mixture.  Layer in this fashion until filling and batter are used up.Bake until done, 50 to 60 minutes.  Cool in pan 10 minutes before removing.;198.3;12;https://images.media-allrecipes.com/userphotos/250x250/2396.jpg
14022;Spinach Dip Recipe;Candice;45;X;X;X;spinach,onion,garlic,bell pepper,sour cream,mayonnaise,cumin,salt;Squeeze the water out of the spinach, and place the spinach into a mixing bowl. Stir in the onion, garlic, vegetables, sour cream, mayonnaise, and cumin. Season with salt and pepper. Let the dip stand at room temp for 1/2 hour for the flavors to mix, and stir again before serving. This dip keeps well in the fridge, covered, for up to 1 week.;84.5;20;https://images.media-allrecipes.com/userphotos/560x315/3073952.jpg
23746;Italian Almond Cookies II Recipe;MYRAMANI;80;15 m;20 m;35 m;almond,flour,egg,white sugar,sugar,almond;'Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets.In a large bowl, use your hands to mix together the almond paste, flour, egg whites, white sugar and confectioners'' sugar until well blended.  The mixture will be very sticky. Place the sliced almonds into a small bowl. Scoop out rounded teaspoonfuls of the dough and drop them into the almonds. Roll until completely coated. Place 2 inches apart onto the prepared cookie sheets.Bake for 15 to 20 minutes in the preheated oven, until golden brown. Cool on cookie sheets for a few minutes before removing to a wire rack to cool completely.';115.6;72;https://images.media-allrecipes.com/userphotos/560x315/4546231.jpg
23801;Easy Horseradish Dressing Recipe;sal;8;10 m;X;10 m;yogurt,sour cream,horseradish,green onion,mayonnaise,salt,black pepper;In a small bowl, whisk together the yogurt, sour cream, horseradish, green onion, mayonnaise, salt and pepper until well combined.  Cover and chill until serving.;102.1;12;https://images.media-allrecipes.com/userphotos/250x250/782334.jpg
17248;Grape Banana Salad Recipe;Jan;11;X;X;X;whipping cream,grape,banana,walnut;In a large bowl, beat the cream until stiff peaks form. Gently stir in fruit and nuts.;346.9;8;https://images.media-allrecipes.com/userphotos/250x250/579597.jpg
17860;Pistachio Nut Cake II Recipe;Cathie Taylor;17;20 m;1 h;1 h 20 m;cake,pistachio,vegetable oil,egg,water,pistachio,dessert,milk;Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt pan.In a medium bowl, stir together the cake mix and 1 package of instant pudding. Add the oil, eggs and club soda, mix well. Fold in the chopped nuts, reserving some for garnish if desired. Pour into the prepared pan.Bake for 50 to 60 minutes in the preheated oven, until cake springs back when lightly touched. Cool for 10 minutes in the pan before inverting onto a wire rack to cool completely. In a medium bowl, stir together the instant whipped topping and instant pudding. Add the milk and mix until light and fluffy. Slice cooled cake into layers, fill and frost including the hole in the middle. Garnish with nuts if desired. Keep chilled until serving.;149.4;14;https://images.media-allrecipes.com/userphotos/250x250/371335.jpg
17603;Good Chocolate Pie Recipe;soggytomato;22;10 m;40 m;4 h 50 m;bake,margarine,egg,white sugar,vanilla,flour,cornstarch,cocoa powder,milk;Preheat oven to 350 degrees F (175 degrees C).Place margarine in a small glass bowl and melt in microwave for 45 seconds, or until liquid. Set aside to cool. In a large mixing bowl, beat together eggs, sugar, cooled margarine, and vanilla extract.In a small bowl, sift together flour, cornstarch, and cocoa powder. Stir into egg mixture until smooth. Mix in evaporated milk, stirring until all ingredients are thoroughly combined. Pour half of mixture into each pastry shell. Sprinkle each with 1 cup chopped walnuts.Bake in preheated oven for 40 to 45 minutes, until set in center. Allow to cool. Chill at least 4 hours before serving.;250.3;16;https://images.media-allrecipes.com/userphotos/250x250/547925.jpg
11974;Smoked Salmon Ravioli Recipe;MC;17;40 m;20 m;1 h;flour,egg,egg,salmon,egg,cream,chive,black pepper,egg,cheese,whipping cream;TO MAKE THE PASTA, place the flour in a mound on a smooth work area, creating a well in the center. Pour the 2 beaten eggs and 2 egg yolks into the well, and slowly pull the flour into the eggs until it is all incorporated. Finish kneading by hand, adding more flour if needed for a smooth consistency. Divide the pasta in half and roll out each half or feed through pasta roller until thin, number 6 setting on the machine. Roll out as many sheets of pasta as possible.FOR THE SMOKED SALMON MOUSSE, puree the smoked salmon and 2 eggs together until smooth. Slowly add 1 cup heavy cream, chopped chives, and pepper. Mix thoroughly.To assemble the raviolis, prepare a smooth, floured surface. Lay out the pasta and divide the smoked salmon mousse into 24 equal-sized portions and place these portions two inches apart on one sheet of pasta. Brush the beaten egg on the pasta between the mounds of salmon mousse, and cover with the other sheet of pasta. Cut raviolis apart, and refrigerate or freeze until you are ready to use.Bring a large pot of lightly salted water to a boil, add raviolis, and cook about 6 minutes. Drain well.Meanwhile, add to each of 8 fireproof plates 1 ounce gruyere cheese and 1/8 cup heavy cream. Heat under the broiler until the cheese melts then add the raviolis and sprinkle 1 ounce more gruyere on top. Place under the broiler until the cheese browns lightly.Serve the stuffed raviolis on the warm plates.;528.4;8;https://images.media-allrecipes.com/userphotos/250x250/568900.jpg
16265;Cranberry Mousse Pie Recipe;Margie Earls;21;15 m;10 m;1 d 2 h 55 m;cranberry,cranberry,cranberry sauce,topping thawed,bake;In a saucepan over medium heat, bring the cranberry juice to a boil. Remove from heat, add gelatin and stir until dissolved.In a mixing bowl, beat the cranberry sauce for 1 minute. Add gelatin mixture and stir until well mixed. Chill in refrigerator for 2 1/2 hours or until thickened, but not set.Remove from fridge and fold in whipped topping until mixture in thoroughly blended. Spoon into pie shell and chill until firm.;576.8;8;https://images.media-allrecipes.com/userphotos/250x250/646248.jpg
15318;Fabulous Chocolate Chip Cookies Recipe;Kayleen;14;X;X;X;flour,baking soda,salt,white sugar,brown sugar,butter,egg,vanilla,chocolate,chocolate,peanut butter,honey,cinnamon,walnut;Preheat oven to 300 degrees F (150 degrees C). Sift together the flour, baking soda, salt and cinnamon, set aside.In a medium bowl, cream together the butter, brown sugar and white sugar. Beat in the eggs, vanilla and honey. Stir in the dry ingredients, then fold in the chocolate chips, chocolate candies,  peanut butter chips and nuts. Drop dough by teaspoons onto an unprepared cookie sheet.Bake for 15 to 18 minutes in the preheated oven, until the cookies are golden around the edges. Remove from the baking sheet to cool on wire racks.;274.6;18;https://images.media-allrecipes.com/userphotos/560x315/1107936.jpg
16850;Chinese Chicken Casserole Surprise Recipe;Pat;39;30 m;45 m;1 h 15 m;chicken,chicken broth,mushroom,milk,almond,mushroom,chestnut,noodle,cheddar,celery;Preheat oven to 350 degrees F (175 degrees C).In a lightly greased 9x13 inch baking dish, combine the chicken, broth, soup, milk, almonds, mushroom pieces, water chestnuts, noodles, cheese and celery (if using). Mix well and make sure mixture is spread evenly in the dish.Bake in preheated oven for 45 minutes.;160.2;6;https://images.media-allrecipes.com/userphotos/560x315/1040059.jpg
16345;Lazy Katies Taco Salad Recipe;Victoria Jones;67;10 m;10 m;20 m;ground beef,tortillas,lettuce,tomato,cheddar,onion,sauce;In a large skillet over medium high heat, saute the ground beef for 5 to 10 minutes, or until well  browned. Drain excess fat.Crumble tortilla chips on a large plate. Layer with the beef, lettuce, tomatoes, cheese, onion and taco sauce.;316.2;8;https://images.media-allrecipes.com/userphotos/560x315/1134075.jpg
16328;Jacobs Coat Casserole Recipe;Cindy B;32;30 m;1 h;1 h 30 m;ground beef,onion,green bean,carrot,corn,pea,cheese,potato;Preheat oven to 350 degrees F (175 degrees C).In a large skillet over medium high heat, saute the beef and onion for 5 to 10 minutes, or until meat is browned. Drain excess fat and place this mixture in the bottom of a lightly greased 9x13 inch baking dish.Layer the green beans, carrots, corn and peas over the beef mixture. Place the cheese over the vegetables.Prepare the potatoes according to package directions, but add some extra milk or water to make it a little runny. Cover the entire casserole with the potatoes.Bake at 350 degrees F (175 degrees C) for 1 hour, or until potatoes get slightly crusty and the sides of the dish are bubbly.;320.4;4;https://images.media-allrecipes.com/userphotos/250x250/718844.jpg
11045;Power Bars Recipe;Heather;28;X;X;X;white sugar,corn syrup,peanut butter,barley;Line one 9x13 inch pan with foil and spray with a non-stick cooking spray.Boil sugar, syrup, and peanut butter in saucepan for a minute.  Not more or the bars will be impossible to eat.  Add the grape nuts and stir.  Immediately spread into the prepared pan. Let cool and cut into bars.  Great snacks!;59.1;24;https://images.media-allrecipes.com/userphotos/250x250/388537.jpg
19511;Smoked Salmon Sushi Roll Recipe;Vivian Lee;75;30 m;X;5 h;japan,vinegar,6 sheets nori (dry seaweed),avocado,cucumber,salmon,wasabi;Soak rice for 4 hours. Drain rice and cook in a rice cooker with 2 cups of water. Rice must be slightly dry as vinegar will be added later.Immediately after rice is cooked, mix in 6 tablespoons rice vinegar to the hot rice. Spread rice on a plate until completely cool.Place 1 sheet of seaweed on bamboo mat, press a thin layer of cool rice on the seaweed.  Leave at least 1/2 inch  top and bottom edge of the seaweed uncovered. This is for easier sealing later.  Dot some wasabi on the rice. Arrange cucumber, avocado and smoked salmon to the rice. Position them about 1 inch away from the bottom edge of the seaweed.Slightly wet the top edge of the seaweed.  Roll from bottom to the top edge with the help of the bamboo mat tightly.  Cut roll into 8 equal pieces and serve. Repeat for other rolls.;272.3;6;https://images.media-allrecipes.com/userphotos/250x250/434348.jpg
11433;Banket Recipe;BKET;53;X;X;X;flour,butter,water,almond,egg,white sugar,almond,salt,egg;In a large bowl, cut cold butter or margarine into flour until the mixture has a crumb-like texture. Make a well in the center, add cold water. Mix together until the mixture forms a ball. Do not overmix. Chill dough.Preheat oven to 450 degrees F (225 degrees C). Grease cookie sheets.In a medium bowl, blend together almond paste, eggs, 3/4 cup sugar, almond extract and salt.Divide dough in 4 parts, and roll into 15 inch strips.  Place filling along the center of each long strip of dough. Roll up, and pinch the ends to seal. Place strips 2 inches apart on cookie sheet.  Brush with egg white, and sprinkle with the remaining sugar.Bake for 15 to 20 minutes, or until golden.;273.0;24;https://images.media-allrecipes.com/userphotos/250x250/677776.jpg
13870;Deviled Eggs Recipe;Barbara;203;X;X;X;egg,mustard,salad dressing,pepper,paprika;Place eggs in saucepan and cover with water. Bring to boil. Cover, remove from heat, and let eggs sit in hot water for 10 to 12 minutes. Remove from hot water and cool in ice water.Peel and cut in half lengthwise. Remove yolks and combine with mustard, salad dressing and salt and pepper. Mix together until smooth.Refill each egg half with the yolk mixture and sprinkle with paprika.;69.2;8;https://images.media-allrecipes.com/userphotos/560x315/12770.jpg
25614;Old Fashioned Apple Cake Recipe;TCCLOWN;22;15 m;1 h 15 m;1 h 30 m;flour,white sugar,baking soda,salt,cinnamon,egg,vegetable oil,orange juice,vanilla,apple,walnut,coconut,butter,white sugar,baking soda,buttermilk;Preheat oven to 325 degrees F (165 degrees C). Grease and flour a 10 inch tube pan.In a large bowl, combine flour, 2 cups sugar, baking soda, salt and cinnamon. Make a well in the center and pour in the eggs, oil, orange juice and vanilla. Mix well. Stir in the chopped apple, nuts and coconut. Pour into prepared pan.Bake in the preheated oven for 75 to 90 minutes, or until a toothpick inserted into the center of the cake comes out clean. Pour glaze over cake and let stand for 1 hour before turning out.To make the glaze:  In a saucepan, combine butter, 1 cup sugar, 1/2 teaspoon baking soda and 1/2 cup buttermilk. Bring to a rolling boil and pour over cake.;511.5;16;https://images.media-allrecipes.com/userphotos/560x315/4562443.jpg
7283;Easy Streusel Coffee Cake Recipe;Terry Azose;26;X;X;X;cake,vanilla,vegetable oil,egg,yogurt,cocoa powder,walnut,cinnamon;Beat yellow cake mix, instant vanilla pudding mix, oil, eggs and yogurt together until no lumps remain.In a separate bowl  mix cocoa, chopped nuts, and cinnamon together.Spray a large bundt pan with cooking spray  and put 1/2 of batter in pan.  Sprinkle streusel mix over batter and top streusel with remaining batter.Bake at 350 degrees F (175 degrees C) for 50 minutes. Cool for 15 minutes and take out of pan.;339.9;12;https://images.media-allrecipes.com/userphotos/250x250/307696.jpg
17459;Todds Warm Shrimp Dip Recipe;Todd Berens;8;2 m;8 m;10 m;cream cheese,cream cheese,shrimp,worcestershire sauce,shrimp;In a large skillet, combine cream cheese, and cream cheese with chives. When the cheese has melted, mix in shrimp soup, Worcestershire sauce, and shrimp. Stir until the mixture is heated through.;561.8;5;https://images.media-allrecipes.com/userphotos/560x315/4488209.jpg
12716;Stuffed Halibut Recipe;Debbie;29;15 m;20 m;35 m;halibut,cream cheese,shrimp,salt,black pepper,basil,lemon;Preheat oven to 325 degrees F (165 degrees C).  Line a cookie sheet with foil.In a small bowl, mix together cream cheese and shrimp.  Season to taste with basil, salt and pepper.Make a pocket in each of the fillets, making sure you do not cut through on three sides.  Divide the cream cheese mixture into 6 parts, and stuff each fillet.  Place on foil lined pan. Squeeze lemon juice over fish.Bake for 20 minutes, or until fish is thoroughly done.;206.3;6;https://images.media-allrecipes.com/userphotos/560x315/3283209.jpg
20735;Easy Snack Wraps Recipe;sal;149;15 m;X;15 m;tortillas,cream cheese,lettuce,turkey,carrot,tomato;Spread cream cheese evenly over the tortillas. Top the cream cheese with lettuce leaves. Arrange the turkey slices in even layers on top of the lettuce. Sprinkle the carrots and tomato over the turkey slices. Roll the tortillas into wraps. Cut the wraps diagonally into bite-sized pieces. Secure with toothpicks.;23.4;60;https://images.media-allrecipes.com/userphotos/560x315/1042563.jpg
17535;Apple Bran Muffins Recipe;ryan;40;10 m;30 m;40 m;cereal,flour,brown sugar,cinnamon,baking powder,apple juice,margarine,vanilla,apple;Preheat oven to 375  degrees F (190 degrees C). Grease muffin tins.In a mixing bowl, combine bran flakes, flour, brown sugar, cinnamon and baking powder. Stir in apple juice, margarine, vanilla, and apple. Spoon the mixture into the greased muffin tins.Bake at 375 degrees F (190 degrees C) for 25 to 30 minutes.;405.3;12;https://images.media-allrecipes.com/userphotos/250x250/123673.jpg
26443;Moms Chili Recipe;Bailey;62;10 m;2 h;2 h 10 m;ground beef,onion,bean,chile pepper,chili,pepper,chili,water;In a large saucepan over medium-high heat, cook beef and onion until meat is brown.  Stir in beans, diced tomatoes, chili seasoning, salt, pepper, chili powder and water.  Reduce heat and simmer 2 hours.;381.5;4;https://images.media-allrecipes.com/userphotos/560x315/2513142.jpg
12963;Greek Lemon Chicken Soup Recipe;Shelley Ross;405;25 m;40 m;1 h 5 m;chicken broth,lemon juice,carrot,onion,celery,chicken,pepper,margarine,flour,rice,chicken,lemon,egg;In a large pot, combine the chicken broth, lemon juice, carrots, onions, celery, soup base, and white pepper. Bring to a boil on high, then simmer for 20 minutes.Blend the butter and the flour together. Then gradually add it to the soup mixture. Simmer for 10 minutes more, stirring frequently.Meanwhile, beat the egg yolks until light in color. Gradually add some of the hot soup to the egg yolks, stirring constantly. Return the egg mixture to the soup pot and heat through. Add the rice and chicken. Ladle hot soup into bowls and garnish with lemon slices.;492.1;16;https://images.media-allrecipes.com/userphotos/560x315/5795826.jpg
15274;Great Grandads Sugar Cookies Recipe;Kathylee;76;30 m;10 m;1 h 10 m;flour,baking powder,nutmeg,salt,white sugar,shortening,baking soda,milk,egg,vanilla;Preheat oven to 350 degrees F (175 degrees C). Line cookie sheets with parchment paper.In a medium bowl, stir together 4 cups flour, baking powder, nutmeg, salt, and sugar. Cut in the shortening until the mixture resembles coarse crumbs. Stir in  baking soda, sour milk, beaten eggs, and vanilla. Stir as little as possible, and add the remaining flour as necessary to make dough thick enough to roll out.On a lightly floured surface, roll out dough 1/4 inch thick. Cut into desired shapes with cookie cutters. Place cookies 1 inch apart on the prepared cookie sheets.Bake for 8 to 10 minutes in preheated oven. Cool on baking sheets.;189.9;30;https://images.media-allrecipes.com/userphotos/250x250/124399.jpg
26331;Lemon Blueberry Custard Pie Recipe;M. Parker;45;20 m;50 m;1 h 10 m;bake,butter,white sugar,flour,lemon juice,lemon,egg,milk,egg,blueberry;Preheat oven to 350 degrees F (175 degrees C.)In a large bowl, cream butter.  Mix in sugar, flour, lemon juice and lemon zest. Beat in egg yolks, then milk.In a large glass or metal mixing bowl, beat egg whites until stiff peaks form. Gently fold into the lemon mixture. Pour filling into pie crust. Scatter blueberries evenly over the top.Bake in the preheated oven for approximately 50 minutes, or until filling is set. Cover the pie with foil after about 30 minutes to avoid browning. Allow to cool slightly before serving.;250.3;8;https://images.media-allrecipes.com/userphotos/560x315/1098098.jpg
13995;Veggie Burgers Recipe;Jen Parmer;189;15 m;20 m;1 h 35 m;olive,onion,garlic,carrot,squash,zucchini,oat,cheddar,egg,soy sauce,flour;Heat the olive oil in a skillet over low heat, and cook the onion and garlic for about 5 minutes, until tender. Mix in the carrots, squash, and zucchini. Continue to cook and stir for 2 minutes. Remove pan from heat, and mix in oats, cheese, and egg. Stir in soy sauce, transfer the mixture to a bowl, and refrigerate 1 hour.Preheat the grill for high heat.Place the flour on a large plate. Form the vegetable mixture into eight 3 inch round patties. Drop each patty into the flour, lightly coating both sides.Oil the grill grate, and grill patties 5 minutes on each side, or until heated through and nicely browned.;538.5;8;https://images.media-allrecipes.com/userphotos/560x315/3677016.jpg
24186;Crabby Horseradish Dip Recipe;Iron Chef-SuziQ;14;2 m;3 m;5 m;crab,cream cheese,horseradish,worcestershire sauce,chili,lemon juice;In a medium microwave safe bowl, blend crabmeat, cream cheese, horseradish, Worcestershire sauce, chili sauce and lemon juice.Microwave the mixture on high 3 to 5 minutes, or until hot and bubbly.;60.8;16;https://images.media-allrecipes.com/userphotos/560x315/1060618.jpg
7273;Chantilly Cake Frosting Recipe;Linda Waddy;31;X;X;X;milk,white sugar,egg,butter,vanilla,coconut,macadamia nut;Combine milk, sugar, egg yolks, butter and vanilla in a saucepan.Cook on medium heat until thick, approximately 12 minutes. Stir constantly.Remove from heat, and add coconut and macadamia nuts. Continue to stir until cool and thick enough to spread on your cake.Frost. This will cover a 9x13 inch rectangular cake or a two 8 inch layer round cake.;146.2;24;https://images.media-allrecipes.com/userphotos/250x250/2139.jpg
14647;Oven Barbecued Beef Brisket I Recipe;JMOOSE;164;10 m;5 h;5 h 10 m;brisket,salt,black pepper,garlic,barbecue sauce,water;Preheat oven to 325 degrees F (160 degrees).Sprinkle both sides of brisket with salt, pepper and garlic powder. Place in a large covered roasting pan.Cook covered with no water at 325 degrees F (160 degrees C) allowing 1 hour per pound.Before last hour of cooking, remove brisket and slice.  Return slices to pan and add barbecue sauce mixed with water. Cover meat with sauce, cover, and cook 1 hour longer.;386.7;9;https://images.media-allrecipes.com/userphotos/560x315/5507057.jpg
19570;Favorite Green Bean Casserole Recipe;Christine;26;15 m;45 m;1 h;green bean,water,mushroom,milk,pimento,black pepper,onion;Preheat oven to 350 degrees F (175 degrees C).In a medium saucepan over medium heat, place the green beans in water, and bring to a boil. Cover, and cook 6 minutes, until tender. Remove from heat, and drain.In an 8x8 inch baking dish, mix together the cream of mushroom soup, milk, pimentos, and pepper. Stir in the green beans. Sprinkle with French-fried onions.Bake, uncovered, 30 to 40 minutes in the preheated oven,  until the casserole is hot and bubbly in the center.;128.3;8;https://images.media-allrecipes.com/userphotos/560x315/25721.jpg
25105;Ma Mas Sugar Cookies Recipe;SUPERMOM2;43;5 m;10 m;15 m;shortening,white sugar,egg,vanilla,flour;Preheat oven to 350 degrees F (175 degrees C).In a medium bowl, cream together the shortening and sugar. Beat in the eggs and vanilla. stir in the self-rising flour to form a dough. On a lightly floured surface, roll the dough out to 1/4 inch in thickness. Cut into desired shapes with cookie cutters. Place cookies 1 1/2 inches apart onto the prepared cookie sheets.Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.;230.1;12;https://images.media-allrecipes.com/userphotos/560x315/1396042.jpg
